MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,timestamp,clf_target,y_pred_proba,y_pred
2.3029,45.0,4.472602739726027,1.1369863013698631,3117.0,5.337328767123288,34.18,-118.15,2020-10-03 04:00:00,0,0.25,0
1.2891,18.0,4.12289156626506,0.9228915662650602,1474.0,3.5518072289156626,34.16,-118.15,2020-10-03 05:00:00,1,0.36,0
2.2765,38.0,5.603174603174603,1.199546485260771,1661.0,3.766439909297052,34.16,-118.15,2020-10-03 06:00:00,0,0.37,0
1.7321,44.0,4.919540229885057,1.0651340996168583,925.0,3.5440613026819925,34.16,-118.16,2020-10-03 07:00:00,1,0.37,0
3.5909,46.0,5.913725490196079,1.0235294117647058,674.0,2.6431372549019607,34.17,-118.16,2020-10-03 08:00:00,0,0.85,1
4.1518,43.0,6.105263157894737,1.0813397129186604,545.0,2.6076555023923444,34.16,-118.16,2020-10-03 09:00:00,1,1.0,1
6.07,52.0,6.329317269076305,0.9598393574297188,696.0,2.7951807228915664,34.16,-118.16,2020-10-03 10:00:00,1,0.99,1
6.6031,19.0,6.190647482014389,1.0431654676258992,571.0,2.053956834532374,34.15,-118.16,2020-10-03 11:00:00,1,0.91,1
7.3715,17.0,5.0060975609756095,0.9939024390243902,229.0,1.396341463414634,34.15,-118.16,2020-10-03 12:00:00,1,0.84,1
2.575,39.0,3.591203104786546,1.0866752910737387,2546.0,3.2936610608020698,34.16,-118.14,2020-10-03 13:00:00,0,0.8,1
1.5156,52.0,2.75,1.0810810810810811,227.0,1.5337837837837838,34.15,-118.14,2020-10-03 14:00:00,1,0.68,0
1.1667,52.0,2.477477477477477,1.108108108108108,273.0,2.45945945945946,34.15,-118.15,2020-10-03 15:00:00,1,0.66,0
1.6921,52.0,3.240740740740741,1.005050505050505,2258.0,3.8013468013468015,34.16,-118.15,2020-10-03 16:00:00,0,0.46,0
2.3654,49.0,4.686046511627907,1.1569767441860466,698.0,4.058139534883721,34.15,-118.15,2020-10-03 17:00:00,0,0.26,0
2.3062,34.0,4.414814814814815,1.1185185185185185,2073.0,3.838888888888889,34.17,-118.14,2020-10-03 18:00:00,0,0.35,0
2.1377,30.0,3.3784135240572173,0.9843953185955788,2869.0,3.730819245773732,34.16,-118.14,2020-10-03 19:00:00,0,0.35,0
1.6887,20.0,4.16955017301038,1.0934256055363325,2135.0,3.6937716262975777,34.16,-118.15,2020-10-03 20:00:00,0,0.43,0
1.0846,36.0,3.1,0.9333333333333332,1024.0,3.4133333333333336,34.17,-118.15,2020-10-03 21:00:00,0,0.55,0
3.2898,49.0,4.293216630196937,0.9518599562363238,1329.0,2.9080962800875274,34.17,-118.13,2020-10-03 22:00:00,1,0.71,0
2.6217,36.0,3.792091836734694,1.0293367346938775,2846.0,3.630102040816327,34.16,-118.14,2020-10-03 23:00:00,0,0.61,0
2.7201,52.0,4.939338235294118,1.1029411764705883,1716.0,3.1544117647058822,34.17,-118.14,2020-10-04 00:00:00,1,0.76,0
2.2095,36.0,3.664406779661017,1.1152542372881356,1337.0,2.266101694915254,34.16,-118.13,2020-10-04 01:00:00,1,0.78,0
2.8125,24.0,3.504672897196261,1.0623052959501558,579.0,1.8037383177570092,34.15,-118.13,2020-10-04 02:00:00,0,0.86,1
1.9923,41.0,3.279373368146214,1.0626631853785902,855.0,2.2323759791122715,34.15,-118.14,2020-10-04 03:00:00,1,0.73,0
0.8438,17.0,2.9079754601226995,1.0337423312883436,971.0,1.4892638036809815,34.15,-118.14,2020-10-04 04:00:00,1,0.72,0
2.2174,38.0,3.517175572519084,1.0782442748091603,1449.0,2.765267175572519,34.16,-118.14,2020-10-04 05:00:00,1,0.8,1
2.8631,30.0,4.42713567839196,1.0452261306532664,940.0,2.3618090452261304,34.16,-118.12,2020-10-04 06:00:00,1,0.91,1
2.4817,33.0,3.875722543352601,1.0346820809248556,2050.0,2.96242774566474,34.16,-118.13,2020-10-04 07:00:00,1,0.83,1
2.6038,18.0,4.269230769230769,1.2230769230769232,1095.0,2.8076923076923075,34.15,-118.13,2020-10-04 08:00:00,0,0.6,0
2.1763,19.0,2.6273584905660377,1.018867924528302,673.0,3.1745283018867925,34.15,-118.12,2020-10-04 09:00:00,1,0.6,0
3.0119,22.0,3.772009029345373,1.0835214446952597,1005.0,2.2686230248307,34.15,-118.12,2020-10-04 10:00:00,1,0.81,1
3.1875,9.0,3.788808664259928,1.128158844765343,1252.0,2.259927797833935,34.15,-118.13,2020-10-04 11:00:00,1,0.75,0
2.5903,28.0,3.4643962848297214,1.0340557275541795,739.0,2.2879256965944275,34.15,-118.13,2020-10-04 12:00:00,0,0.83,1
4.7098,52.0,5.955555555555556,1.094949494949495,1363.0,2.7535353535353537,34.17,-118.12,2020-10-04 13:00:00,1,0.98,1
4.0,52.0,5.142857142857143,0.9807692307692308,984.0,2.7032967032967035,34.16,-118.13,2020-10-04 14:00:00,1,0.94,1
3.6719,52.0,5.465753424657534,1.0753424657534247,1024.0,3.506849315068493,34.16,-118.13,2020-10-04 15:00:00,1,0.82,1
2.5664,52.0,4.3585365853658535,1.0414634146341464,1107.0,2.7,34.16,-118.13,2020-10-04 16:00:00,1,0.75,0
4.3083,36.0,6.277292576419214,1.205240174672489,1131.0,2.46943231441048,34.17,-118.09,2020-10-04 17:00:00,1,0.98,1
4.2386,44.0,5.959488272921109,1.0575692963752663,1235.0,2.633262260127932,34.16,-118.1,2020-10-04 18:00:00,1,0.97,1
3.4811,44.0,5.011123470522803,0.9944382647385984,2296.0,2.553948832035595,34.17,-118.1,2020-10-04 19:00:00,1,0.93,1
3.0417,52.0,4.638115631691649,1.0342612419700214,1308.0,2.8008565310492504,34.17,-118.12,2020-10-04 20:00:00,1,0.88,1
5.4223,52.0,7.112612612612613,1.0337837837837838,1229.0,2.768018018018018,34.16,-118.11,2020-10-04 21:00:00,1,0.98,1
4.2065,52.0,5.6826484018264845,0.997716894977169,1101.0,2.5136986301369864,34.16,-118.11,2020-10-04 22:00:00,1,0.98,1
3.4583,52.0,4.421568627450981,0.8954248366013072,852.0,2.784313725490196,34.16,-118.11,2020-10-04 23:00:00,1,0.66,0
2.6172,40.0,4.452054794520548,1.1621004566210045,1038.0,2.3698630136986303,34.15,-118.11,2020-10-05 00:00:00,1,0.85,1
3.6474,26.0,3.923076923076923,0.998211091234347,1186.0,2.1216457960644006,34.15,-118.11,2020-10-05 01:00:00,1,0.88,1
3.4167,35.0,4.583333333333333,1.1640625,984.0,2.5625,34.15,-118.12,2020-10-05 02:00:00,1,0.88,1
5.0237,52.0,5.2559241706161135,1.0355450236966826,1211.0,2.8696682464454977,34.16,-118.12,2020-10-05 03:00:00,1,1.0,1
5.3272,46.0,5.748995983935743,1.0301204819277108,1412.0,2.835341365461848,34.16,-118.1,2020-10-05 04:00:00,1,0.98,1
3.0096,32.0,4.6350710900473935,1.0758293838862558,543.0,2.5734597156398102,34.15,-118.1,2020-10-05 05:00:00,1,0.87,1
2.7431,14.0,4.204081632653061,1.075801749271137,782.0,2.2798833819241984,34.15,-118.1,2020-10-05 06:00:00,1,0.77,0
4.5461,42.0,5.629032258064516,1.0725806451612905,1713.0,2.7629032258064514,34.16,-118.08,2020-10-05 07:00:00,1,1.0,1
2.2321,46.0,4.927272727272728,1.3454545454545457,150.0,2.727272727272727,34.15,-118.09,2020-10-05 08:00:00,1,0.47,0
3.5568,52.0,6.090909090909091,1.2818181818181815,268.0,2.4363636363636365,34.15,-118.09,2020-10-05 09:00:00,1,0.86,1
4.3452,49.0,5.642307692307693,0.9961538461538462,688.0,2.646153846153846,34.15,-118.09,2020-10-05 10:00:00,1,0.96,1
5.0393,45.0,6.229461756373937,1.0141643059490084,942.0,2.668555240793201,34.16,-118.09,2020-10-05 11:00:00,1,0.99,1
6.4761,39.0,6.536231884057971,0.960144927536232,730.0,2.6449275362318843,34.16,-118.07,2020-10-05 12:00:00,1,0.99,1
4.2143,35.0,5.627002288329519,1.002288329519451,970.0,2.219679633867277,34.16,-118.07,2020-10-05 13:00:00,1,0.99,1
3.4087,45.0,4.67948717948718,1.0128205128205128,672.0,2.871794871794872,34.15,-118.07,2020-10-05 14:00:00,1,0.84,1
3.375,42.0,5.095541401273885,1.0907643312101911,1668.0,2.656050955414013,34.14,-118.07,2020-10-05 15:00:00,1,0.93,1
0.4999,28.0,7.67741935483871,1.870967741935484,142.0,4.580645161290323,34.15,-118.08,2020-10-05 16:00:00,1,0.32,0
3.1729,45.0,5.2196428571428575,1.0785714285714283,1903.0,3.398214285714286,34.14,-118.08,2020-10-05 17:00:00,1,0.77,0
6.1159,52.0,6.855614973262032,1.0106951871657754,431.0,2.304812834224599,34.14,-118.08,2020-10-05 18:00:00,1,0.99,1
8.4546,46.0,8.537931034482758,1.013793103448276,377.0,2.6,34.13,-118.08,2020-10-05 19:00:00,1,0.99,1
7.4185,35.0,6.518900343642612,0.9587628865979382,733.0,2.518900343642612,34.13,-118.08,2020-10-05 20:00:00,1,1.0,1
3.88,42.0,5.02803738317757,1.1009345794392524,1149.0,2.147663551401869,34.14,-118.08,2020-10-05 21:00:00,1,1.0,1
5.3377,40.0,5.768656716417911,1.0242537313432836,1457.0,2.718283582089552,34.14,-118.09,2020-10-05 22:00:00,1,1.0,1
2.8007,45.0,4.113149847094801,1.08868501529052,749.0,2.290519877675841,34.15,-118.09,2020-10-05 23:00:00,1,0.88,1
3.5804,45.0,4.9056,1.0544,1287.0,2.0592,34.14,-118.1,2020-10-06 00:00:00,1,0.96,1
6.0948,52.0,7.795454545454546,1.077922077922078,810.0,2.6298701298701297,34.14,-118.11,2020-10-06 01:00:00,1,0.99,1
3.6572,26.0,4.160797342192691,1.0930232558139534,3001.0,1.9940199335548168,34.14,-118.1,2020-10-06 02:00:00,1,0.96,1
4.1324,44.0,5.129082426127527,0.9564541213063764,1417.0,2.2037325038880247,34.14,-118.11,2020-10-06 03:00:00,1,0.96,1
5.8692,52.0,7.125,1.0731707317073171,981.0,2.990853658536585,34.14,-118.12,2020-10-06 04:00:00,1,1.0,1
3.1033,25.0,3.6114044350580783,1.0316789862724394,1718.0,1.814149947201689,34.14,-118.12,2020-10-06 05:00:00,1,0.85,1
4.8304,39.0,5.523684210526316,1.0447368421052632,1500.0,3.947368421052632,34.13,-118.13,2020-10-06 06:00:00,1,0.81,1
3.4531,23.0,4.021339220014717,1.099337748344371,2511.0,1.847682119205298,34.14,-118.13,2020-10-06 07:00:00,1,0.9,1
3.2643,29.0,3.688082901554404,1.0715025906735751,1658.0,1.7181347150259068,34.14,-118.13,2020-10-06 08:00:00,0,0.88,1
3.6997,24.0,3.991812865497076,1.1005847953216374,4210.0,1.6413255360623782,34.14,-118.14,2020-10-06 09:00:00,1,0.91,1
2.9511,17.0,3.5869336143308748,1.065331928345627,1694.0,1.7850368809272918,34.14,-118.14,2020-10-06 10:00:00,1,0.81,1
3.875,27.0,3.620772946859904,1.0289855072463767,755.0,1.8236714975845407,34.14,-118.15,2020-10-06 11:00:00,1,0.83,1
2.3,45.0,3.0,1.0552486187845305,454.0,2.50828729281768,34.14,-118.15,2020-10-06 12:00:00,0,0.7,0
1.625,52.0,3.8380952380952382,1.1142857142857143,361.0,3.4380952380952383,34.14,-118.15,2020-10-06 13:00:00,1,0.31,0
8.2435,27.0,6.656652360515022,1.090128755364807,816.0,3.5021459227467813,34.14,-118.16,2020-10-06 14:00:00,1,0.97,1
7.4817,41.0,6.813901345291479,1.0807174887892377,973.0,2.181614349775785,34.14,-118.16,2020-10-06 15:00:00,1,0.99,1
11.7894,45.0,7.4,0.9344262295081968,759.0,2.4885245901639346,34.14,-118.17,2020-10-06 16:00:00,1,0.99,1
7.9213,44.0,6.44811320754717,0.9787735849056604,1057.0,2.4929245283018866,34.13,-118.18,2020-10-06 17:00:00,1,1.0,1
6.1953,39.0,6.90952380952381,1.0952380952380951,1007.0,2.3976190476190475,34.13,-118.18,2020-10-06 18:00:00,1,1.0,1
7.7116,38.0,6.535483870967742,1.0473118279569893,1131.0,2.432258064516129,34.14,-118.18,2020-10-06 19:00:00,1,1.0,1
4.7298,30.0,5.941935483870968,1.118279569892473,1143.0,2.458064516129032,34.13,-118.15,2020-10-06 20:00:00,1,0.99,1
4.7344,50.0,5.416851441241685,1.0953436807095345,947.0,2.0997782705099777,34.13,-118.15,2020-10-06 21:00:00,1,0.98,1
7.723,36.0,6.343898573692552,1.0253565768621236,1337.0,2.1188589540412046,34.13,-118.16,2020-10-06 22:00:00,1,0.99,1
7.9976,52.0,7.742465753424658,1.0438356164383562,924.0,2.5315068493150683,34.13,-118.13,2020-10-06 23:00:00,1,1.0,1
10.7397,46.0,7.460992907801418,1.016548463356974,1109.0,2.6217494089834514,34.12,-118.13,2020-10-07 00:00:00,1,1.0,1
4.9167,16.0,4.558109833971903,1.0485312899106003,1505.0,1.922094508301405,34.13,-118.14,2020-10-07 01:00:00,1,0.84,1
5.1072,49.0,5.989203778677463,1.0836707152496623,1650.0,2.2267206477732797,34.13,-118.14,2020-10-07 02:00:00,1,0.99,1
3.6389,34.0,3.868544600938967,1.051643192488263,430.0,2.0187793427230045,34.13,-118.15,2020-10-07 03:00:00,1,0.87,1
11.706,52.0,8.97553516819572,1.0428134556574924,975.0,2.981651376146789,34.13,-118.12,2020-10-07 04:00:00,1,1.0,1
10.6767,48.0,8.171617161716172,1.033003300330033,900.0,2.9702970297029703,34.12,-118.11,2020-10-07 05:00:00,1,1.0,1
11.5609,52.0,8.512968299711815,1.069164265129683,1152.0,3.319884726224784,34.12,-118.11,2020-10-07 06:00:00,1,0.99,1
15.0001,52.0,10.419354838709678,1.136200716845878,956.0,3.42652329749104,34.12,-118.12,2020-10-07 07:00:00,1,0.99,1
10.2317,52.0,7.656593406593407,0.9697802197802198,1057.0,2.9038461538461537,34.11,-118.12,2020-10-07 08:00:00,1,0.99,1
9.1373,52.0,7.443478260869565,1.0,1102.0,3.1942028985507247,34.11,-118.13,2020-10-07 09:00:00,1,0.98,1
8.1124,52.0,6.6231884057971016,1.0193236714975846,1153.0,2.785024154589372,34.11,-118.14,2020-10-07 10:00:00,1,0.99,1
12.4237,44.0,7.4591439688715955,1.0311284046692606,754.0,2.933852140077821,34.13,-118.1,2020-10-07 11:00:00,1,1.0,1
9.7912,44.0,7.036290322580645,0.9556451612903226,693.0,2.794354838709677,34.13,-118.1,2020-10-07 12:00:00,1,1.0,1
7.8347,45.0,7.251833740831296,1.0146699266503667,1231.0,3.0097799511002443,34.12,-118.09,2020-10-07 13:00:00,1,0.99,1
6.3013,49.0,7.0185528756957325,1.074211502782931,1601.0,2.9703153988868274,34.12,-118.1,2020-10-07 14:00:00,1,0.99,1
11.6471,50.0,8.696682464454977,1.09478672985782,636.0,3.014218009478673,34.12,-118.1,2020-10-07 15:00:00,1,1.0,1
15.0001,47.0,8.592307692307692,1.0615384615384615,749.0,2.8807692307692307,34.13,-118.1,2020-10-07 16:00:00,1,1.0,1
5.9546,39.0,5.669064748201439,0.920863309352518,413.0,2.971223021582734,34.13,-118.08,2020-10-07 17:00:00,1,0.96,1
5.5067,41.0,5.666666666666667,0.9929078014184396,807.0,2.8617021276595747,34.12,-118.08,2020-10-07 18:00:00,1,1.0,1
5.4536,38.0,6.092378752886836,0.9976905311778292,1284.0,2.9653579676674364,34.12,-118.09,2020-10-07 19:00:00,1,1.0,1
5.6152,38.0,5.989510489510489,0.9965034965034965,779.0,2.723776223776224,34.12,-118.09,2020-10-07 20:00:00,1,1.0,1
3.301,27.0,4.439624853458382,1.0703399765533412,1992.0,2.335287221570926,34.13,-118.07,2020-10-07 21:00:00,1,0.94,1
3.5671,28.0,4.704952581664911,1.0379346680716544,2273.0,2.3951527924130662,34.13,-118.08,2020-10-07 22:00:00,1,1.0,1
4.1136,30.0,4.145009416195857,1.0527306967984935,1194.0,2.248587570621469,34.12,-118.07,2020-10-07 23:00:00,1,0.97,1
4.2312,43.0,5.610108303249097,1.036101083032491,802.0,2.895306859205776,34.12,-118.07,2020-10-08 00:00:00,1,0.98,1
3.6827,34.0,5.197508896797153,1.1405693950177935,1541.0,2.7419928825622777,34.12,-118.08,2020-10-08 01:00:00,1,0.99,1
4.2434,27.0,5.315457413249211,1.0757097791798107,757.0,2.3880126182965298,34.12,-118.08,2020-10-08 02:00:00,1,0.97,1
5.0736,41.0,5.382739212007505,1.0562851782363978,1627.0,3.052532833020638,34.11,-118.07,2020-10-08 03:00:00,1,0.98,1
3.1576,47.0,5.333333333333333,1.2435897435897436,419.0,2.685897435897436,34.11,-118.07,2020-10-08 04:00:00,1,0.81,1
3.9464,42.0,5.024856596558317,1.0038240917782026,1494.0,2.8565965583174,34.11,-118.08,2020-10-08 05:00:00,1,0.95,1
5.5924,42.0,5.562146892655368,0.9971751412429378,927.0,2.6186440677966103,34.11,-118.08,2020-10-08 06:00:00,1,1.0,1
3.0819,32.0,5.370018975332068,1.223908918406072,1500.0,2.846299810246679,34.1,-118.08,2020-10-08 07:00:00,1,0.85,1
4.6442,36.0,6.153526970954357,1.0933609958506223,1231.0,2.5539419087136928,34.11,-118.09,2020-10-08 08:00:00,1,0.99,1
6.5078,45.0,6.515570934256055,0.9515570934256056,764.0,2.643598615916955,34.11,-118.09,2020-10-08 09:00:00,1,1.0,1
3.75,52.0,6.081632653061225,1.064625850340136,792.0,2.693877551020408,34.1,-118.1,2020-10-08 10:00:00,1,0.87,1
6.706,49.0,6.802020202020202,1.0565656565656565,1317.0,2.6606060606060606,34.11,-118.1,2020-10-08 11:00:00,1,1.0,1
6.7099,50.0,7.503521126760563,1.0352112676056338,753.0,2.651408450704225,34.11,-118.11,2020-10-08 12:00:00,1,1.0,1
5.2503,49.0,5.738775510204082,0.9755102040816328,1329.0,2.712244897959184,34.1,-118.11,2020-10-08 13:00:00,1,1.0,1
5.2131,48.0,6.658307210031348,1.0,785.0,2.4608150470219434,34.11,-118.12,2020-10-08 14:00:00,1,0.96,1
4.0556,49.0,4.968599033816425,1.038647342995169,1103.0,2.6642512077294684,34.1,-118.12,2020-10-08 15:00:00,1,0.94,1
4.2344,34.0,5.137323943661972,0.977112676056338,1435.0,2.526408450704225,34.1,-118.12,2020-10-08 16:00:00,1,0.96,1
2.5663,19.0,3.9004267425320056,1.0753911806543386,1396.0,1.985775248933144,34.1,-118.13,2020-10-08 17:00:00,1,0.82,1
2.7816,21.0,3.50453720508167,1.0762250453720508,2773.0,2.516333938294011,34.09,-118.13,2020-10-08 18:00:00,1,0.78,0
3.1103,26.0,3.9507772020725382,1.0686528497409329,2153.0,2.788860103626943,34.1,-118.13,2020-10-08 19:00:00,1,0.82,1
2.918,20.0,3.690578158458244,1.0781584582441113,2622.0,2.807280513918629,34.09,-118.14,2020-10-08 20:00:00,1,0.79,0
4.825,45.0,5.426829268292683,0.8810975609756098,755.0,2.301829268292683,34.11,-118.13,2020-10-08 21:00:00,1,0.97,1
3.1975,24.0,4.218608852755194,1.070460704607046,2478.0,2.238482384823848,34.1,-118.13,2020-10-08 22:00:00,1,0.89,1
2.8919,52.0,5.140506329113924,1.089873417721519,2290.0,2.8987341772151898,34.1,-118.14,2020-10-08 23:00:00,1,0.82,1
5.2292,52.0,6.293457943925234,1.0186915887850467,1427.0,2.667289719626168,34.11,-118.14,2020-10-09 00:00:00,1,0.98,1
3.9485,52.0,5.440251572327044,1.0352201257861635,1927.0,2.4238993710691825,34.1,-118.15,2020-10-09 01:00:00,1,0.95,1
7.4111,52.0,6.766381766381766,1.051282051282051,930.0,2.649572649572649,34.11,-118.15,2020-10-09 02:00:00,1,1.0,1
3.7895,52.0,5.705882352941177,1.0784313725490196,704.0,2.3006535947712417,34.11,-118.15,2020-10-09 03:00:00,1,0.94,1
4.2981,52.0,6.329113924050633,1.2151898734177216,363.0,2.29746835443038,34.11,-118.15,2020-10-09 04:00:00,1,0.92,1
3.8427,36.0,4.3644793152639085,1.0791726105563482,2719.0,1.9393723252496435,34.12,-118.15,2020-10-09 05:00:00,1,0.99,1
3.8529,43.0,4.21911421911422,0.9953379953379954,742.0,1.7296037296037297,34.12,-118.15,2020-10-09 06:00:00,1,0.94,1
3.4018,52.0,5.128378378378378,1.162162162162162,725.0,2.449324324324324,34.12,-118.15,2020-10-09 07:00:00,1,0.93,1
6.0199,49.0,5.752411575562701,0.9260450160771704,848.0,2.7266881028938905,34.12,-118.15,2020-10-09 08:00:00,1,0.95,1
5.4165,38.0,4.609504132231405,1.0103305785123966,940.0,1.9421487603305785,34.12,-118.16,2020-10-09 09:00:00,1,0.93,1
