MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,timestamp,y_pred_proba,y_pred
2.3266,43.0,4.478823529411764,1.12,1484.0,1.7458823529411764,38.58,-121.47,2021-06-03 17:00:00,0.17,0
2.6976,52.0,4.4335511982570806,1.0522875816993464,904.0,1.9694989106753813,38.58,-121.47,2021-06-03 18:00:00,0.21,0
2.01,52.0,4.535433070866142,1.1496062992125984,273.0,2.1496062992125986,38.58,-121.48,2021-06-03 19:00:00,0.04,0
1.6277,48.0,3.676737160120846,1.1238670694864048,1281.0,1.935045317220544,38.58,-121.48,2021-06-03 20:00:00,0.15,0
1.4034,52.0,3.567164179104477,1.1011608623548923,1146.0,1.900497512437811,38.58,-121.49,2021-06-03 21:00:00,0.15,0
1.6116,52.0,3.70625,1.065625,1038.0,3.24375,38.59,-121.48,2021-06-03 22:00:00,0.04,0
1.0313,20.0,2.4368421052631577,0.9473684210526316,486.0,2.557894736842105,38.59,-121.49,2021-06-03 23:00:00,0.07,0
1.4375,52.0,4.0,1.296,456.0,1.824,38.58,-121.49,2021-06-04 00:00:00,0.18,0
0.7526,5.0,2.5796610169491525,1.0372881355932204,2031.0,6.884745762711864,38.58,-121.5,2021-06-04 01:00:00,0.31,0
2.5821,20.0,3.5811051693404634,1.0873440285204992,1570.0,1.3992869875222815,38.58,-121.5,2021-06-04 02:00:00,0.18,0
3.358,9.0,4.65625,1.09375,297.0,1.85625,38.57,-121.5,2021-06-04 03:00:00,0.27,0
0.9196,52.0,1.550408719346049,1.103542234332425,509.0,1.3869209809264305,38.58,-121.49,2021-06-04 04:00:00,0.12,0
1.245,42.0,3.624254473161034,1.125248508946322,761.0,1.5129224652087476,38.58,-121.48,2021-06-04 05:00:00,0.13,0
1.4301,47.0,3.26372155287818,1.0763052208835342,1148.0,1.536813922356091,38.57,-121.48,2021-06-04 06:00:00,0.18,0
1.625,52.0,3.0320855614973263,1.032085561497326,272.0,1.4545454545454546,38.57,-121.48,2021-06-04 07:00:00,0.13,0
1.7568,49.0,3.168646080760095,1.168646080760095,634.0,1.505938242280285,38.57,-121.49,2021-06-04 08:00:00,0.17,0
1.2209,38.0,2.907117008443908,1.166465621230398,1091.0,1.316043425814234,38.57,-121.49,2021-06-04 09:00:00,0.18,0
2.1691,39.0,4.023668639053255,1.0887573964497042,589.0,1.742603550295858,38.57,-121.47,2021-06-04 10:00:00,0.07,0
1.9034,48.0,3.5758266818700117,1.055872291904219,1443.0,1.645381984036488,38.57,-121.47,2021-06-04 11:00:00,0.19,0
1.8512,38.0,3.578343949044586,1.0254777070063694,1243.0,1.58343949044586,38.57,-121.48,2021-06-04 12:00:00,0.14,0
3.0217,52.0,4.424242424242424,1.0404040404040404,176.0,1.7777777777777777,38.57,-121.47,2021-06-04 13:00:00,0.28,0
1.2041,50.0,3.862604540023895,1.1565113500597373,1223.0,1.4611708482676224,38.57,-121.47,2021-06-04 14:00:00,0.24,0
1.5872,52.0,3.5324858757062145,1.0692090395480225,1081.0,1.5268361581920904,38.58,-121.48,2021-06-04 15:00:00,0.2,0
3.2963,52.0,5.223958333333333,1.0729166666666667,825.0,2.1484375,38.57,-121.45,2021-06-04 16:00:00,0.26,0
4.63,52.0,6.936542669584245,1.0415754923413567,1027.0,2.2472647702407,38.56,-121.45,2021-06-04 17:00:00,0.62,0
2.9191,52.0,4.742547425474255,1.008130081300813,764.0,2.0704607046070462,38.56,-121.46,2021-06-04 18:00:00,0.19,0
3.1583,52.0,5.364238410596027,1.1390728476821192,326.0,2.1589403973509933,38.57,-121.46,2021-06-04 19:00:00,0.26,0
3.2386,52.0,5.58125,0.99375,367.0,2.29375,38.57,-121.46,2021-06-04 20:00:00,0.31,0
3.1484,52.0,5.354748603351955,1.0251396648044693,722.0,2.016759776536313,38.57,-121.46,2021-06-04 21:00:00,0.32,0
2.0549,52.0,4.242819843342037,1.0939947780678851,614.0,1.6031331592689295,38.57,-121.46,2021-06-04 22:00:00,0.07,0
3.1827,41.0,5.261904761904762,1.0809523809523809,443.0,2.1095238095238096,38.56,-121.43,2021-06-04 23:00:00,0.16,0
3.7167,45.0,5.531963470319635,1.0639269406392695,873.0,1.9931506849315068,38.56,-121.44,2021-06-05 00:00:00,0.25,0
2.8542,52.0,5.457831325301205,0.993975903614458,257.0,1.5481927710843373,38.56,-121.44,2021-06-05 01:00:00,0.29,0
2.5417,50.0,5.964980544747082,1.1206225680933852,532.0,2.0700389105058368,38.56,-121.43,2021-06-05 02:00:00,0.12,0
3.0938,46.0,5.371428571428571,0.9959183673469388,452.0,1.8448979591836732,38.56,-121.43,2021-06-05 03:00:00,0.3,0
5.1169,52.0,6.3904,1.016,1295.0,2.072,38.57,-121.45,2021-06-05 04:00:00,0.71,0
4.0417,52.0,6.452830188679245,1.0471698113207548,1301.0,2.4547169811320755,38.56,-121.45,2021-06-05 05:00:00,0.44,0
2.6417,35.0,4.232558139534884,0.9069767441860463,115.0,2.6744186046511627,38.55,-121.42,2021-06-05 06:00:00,0.11,0
2.7333,44.0,5.3567073170731705,1.0884146341463414,1509.0,2.3003048780487805,38.55,-121.43,2021-06-05 07:00:00,0.08,0
1.4889,19.0,4.48074369189907,1.0730411686586985,1412.0,1.8751660026560424,38.55,-121.45,2021-06-05 08:00:00,0.03,0
3.3348,52.0,4.929133858267717,1.031496062992126,722.0,1.89501312335958,38.56,-121.46,2021-06-05 09:00:00,0.31,0
2.625,51.0,5.387931034482759,1.012931034482759,452.0,1.9482758620689653,38.56,-121.45,2021-06-05 10:00:00,0.2,0
2.9821,46.0,4.398963730569948,0.9922279792746114,726.0,1.8808290155440412,38.55,-121.44,2021-06-05 11:00:00,0.17,0
3.125,52.0,6.13103448275862,1.1172413793103448,273.0,1.8827586206896552,38.56,-121.47,2021-06-05 12:00:00,0.29,0
2.2125,52.0,5.124293785310734,1.0169491525423728,479.0,2.7062146892655368,38.56,-121.46,2021-06-05 13:00:00,0.04,0
1.7616,52.0,5.602150537634409,1.1612903225806452,1789.0,3.206093189964158,38.55,-121.46,2021-06-05 14:00:00,0.05,0
1.2235,52.0,5.144963144963145,1.1375921375921376,1364.0,3.3513513513513518,38.55,-121.46,2021-06-05 15:00:00,0.03,0
1.1458,48.0,3.2470238095238093,1.199404761904762,926.0,2.755952380952381,38.55,-121.47,2021-06-05 16:00:00,0.13,0
1.8911,52.0,4.151761517615176,1.1056910569105691,782.0,2.1192411924119243,38.56,-121.47,2021-06-05 17:00:00,0.08,0
2.0221,51.0,3.975190839694657,1.066793893129771,874.0,1.66793893129771,38.56,-121.47,2021-06-05 18:00:00,0.11,0
1.7328,44.0,4.053061224489796,1.1693877551020408,1044.0,2.130612244897959,38.56,-121.47,2021-06-05 19:00:00,0.14,0
2.0089,44.0,4.461240310077519,1.0193798449612403,518.0,2.007751937984496,38.56,-121.48,2021-06-05 20:00:00,0.02,0
2.7316,46.0,4.181303116147308,0.9745042492917848,688.0,1.9490084985835692,38.56,-121.48,2021-06-05 21:00:00,0.26,0
1.78,38.0,3.9756944444444446,1.125,596.0,2.0694444444444446,38.57,-121.48,2021-06-05 22:00:00,0.03,0
1.2813,42.0,3.896103896103896,1.0346320346320346,506.0,2.1904761904761907,38.56,-121.49,2021-06-05 23:00:00,0.03,0
1.9013,35.0,3.342857142857143,1.0043956043956044,987.0,2.169230769230769,38.56,-121.49,2021-06-06 00:00:00,0.05,0
1.7155,51.0,4.087671232876712,1.0547945205479452,736.0,2.016438356164384,38.57,-121.49,2021-06-06 01:00:00,0.03,0
1.4712,41.0,3.556962025316456,1.0886075949367089,807.0,2.5537974683544302,38.57,-121.5,2021-06-06 02:00:00,0.06,0
2.1719,44.0,4.283489096573208,1.0934579439252337,766.0,2.3862928348909658,38.57,-121.5,2021-06-06 03:00:00,0.02,0
2.2031,36.0,4.170068027210885,1.129251700680272,425.0,2.891156462585034,38.57,-121.51,2021-06-06 04:00:00,0.03,0
1.0114,45.0,4.29,1.27,510.0,2.55,38.57,-121.5,2021-06-06 05:00:00,0.05,0
1.128,46.0,4.295454545454546,1.047077922077922,1684.0,2.7337662337662336,38.56,-121.5,2021-06-06 06:00:00,0.02,0
1.0649,43.0,3.564625850340136,1.0612244897959184,1320.0,4.489795918367347,38.56,-121.51,2021-06-06 07:00:00,0.07,0
2.8417,45.0,5.078726968174204,1.0569514237855946,1341.0,2.2462311557788945,38.55,-121.51,2021-06-06 08:00:00,0.08,0
2.7885,46.0,5.103092783505154,0.9553264604810996,531.0,1.824742268041237,38.55,-121.51,2021-06-06 09:00:00,0.21,0
3.0033,52.0,5.223796033994335,1.1104815864022664,667.0,1.8895184135977336,38.56,-121.49,2021-06-06 10:00:00,0.19,0
3.3844,52.0,5.6900452488687785,1.0407239819004526,836.0,1.8914027149321264,38.55,-121.49,2021-06-06 11:00:00,0.33,0
5.6402,52.0,6.214285714285714,1.015625,957.0,2.1361607142857144,38.55,-121.5,2021-06-06 12:00:00,0.68,0
3.6729,52.0,5.077142857142857,1.0514285714285714,624.0,1.782857142857143,38.56,-121.49,2021-06-06 13:00:00,0.32,0
2.5639,47.0,5.233031674208145,1.2126696832579185,779.0,1.762443438914027,38.54,-121.49,2021-06-06 14:00:00,0.33,0
8.338,52.0,8.297101449275363,0.9637681159420288,334.0,2.420289855072464,38.54,-121.5,2021-06-06 15:00:00,0.74,0
5.0359,51.0,6.892109500805153,1.0177133655394526,1486.0,2.392914653784219,38.55,-121.49,2021-06-06 16:00:00,0.68,0
5.2362,49.0,6.212443095599393,0.96206373292868,1363.0,2.0682852807283765,38.55,-121.5,2021-06-06 17:00:00,0.61,0
3.7344,44.0,5.583732057416268,0.9617224880382776,452.0,2.1626794258373208,38.54,-121.5,2021-06-06 18:00:00,0.26,0
7.1035,52.0,7.269565217391304,1.0434782608695652,832.0,2.411594202898551,38.55,-121.48,2021-06-06 19:00:00,0.73,0
4.3929,52.0,5.432,0.9546666666666668,811.0,2.1626666666666665,38.55,-121.48,2021-06-06 20:00:00,0.37,0
2.0833,50.0,4.176315789473684,1.1789473684210523,877.0,2.307894736842105,38.56,-121.48,2021-06-06 21:00:00,0.04,0
4.1467,52.0,5.6891891891891895,1.0439189189189189,675.0,2.2804054054054053,38.55,-121.48,2021-06-06 22:00:00,0.35,0
4.8603,52.0,6.776758409785932,1.018348623853211,714.0,2.18348623853211,38.55,-121.48,2021-06-06 23:00:00,0.59,0
2.8542,52.0,4.497237569060774,1.1933701657458564,327.0,1.806629834254144,38.56,-121.48,2021-06-07 00:00:00,0.35,0
0.9948,48.0,3.5328467153284677,1.131386861313869,706.0,2.576642335766423,38.55,-121.47,2021-06-07 01:00:00,0.13,0
1.0208,29.0,4.9543726235741445,1.1711026615969582,861.0,3.273764258555133,38.55,-121.47,2021-06-07 02:00:00,0.0,0
1.2679,47.0,5.186567164179104,1.154228855721393,1346.0,3.3482587064676617,38.54,-121.47,2021-06-07 03:00:00,0.02,0
1.186,24.0,3.36426116838488,0.986254295532646,546.0,1.8762886597938144,38.55,-121.47,2021-06-07 04:00:00,0.08,0
2.0242,52.0,5.672131147540983,1.209016393442623,561.0,2.2991803278688523,38.55,-121.47,2021-06-07 05:00:00,0.02,0
2.7787,47.0,4.75,1.024590163934426,810.0,3.319672131147541,38.54,-121.45,2021-06-07 06:00:00,0.0,0
1.4702,41.0,4.564285714285714,1.1,839.0,2.9964285714285714,38.54,-121.45,2021-06-07 07:00:00,0.01,0
1.8333,48.0,5.72,1.1714285714285717,605.0,3.4571428571428573,38.54,-121.46,2021-06-07 08:00:00,0.03,0
2.0074,40.0,5.394805194805195,1.12987012987013,1454.0,3.7766233766233768,38.55,-121.46,2021-06-07 09:00:00,0.01,0
3.0521,29.0,5.987234042553191,1.127659574468085,556.0,2.3659574468085105,38.54,-121.42,2021-06-07 10:00:00,0.04,0
2.9769,43.0,5.082926829268293,1.017073170731707,912.0,2.2243902439024392,38.54,-121.43,2021-06-07 11:00:00,0.07,0
3.15,44.0,5.446376811594203,1.0405797101449274,791.0,2.2927536231884056,38.54,-121.43,2021-06-07 12:00:00,0.14,0
2.5694,44.0,5.10934393638171,1.0119284294234592,1145.0,2.2763419483101397,38.54,-121.44,2021-06-07 13:00:00,0.06,0
1.9485,48.0,4.705639614855571,1.009628610729023,1441.0,1.9821182943603848,38.54,-121.45,2021-06-07 14:00:00,0.08,0
2.398,18.0,5.395299145299146,1.0705128205128205,1726.0,3.688034188034188,38.54,-121.42,2021-06-07 15:00:00,0.03,0
2.925,29.0,5.017021276595744,1.048936170212766,1071.0,2.2787234042553197,38.54,-121.42,2021-06-07 16:00:00,0.07,0
2.4618,42.0,5.047112462006079,1.0455927051671732,1346.0,2.045592705167173,38.54,-121.43,2021-06-07 17:00:00,0.08,0
3.2404,39.0,5.080071174377224,1.0213523131672595,1217.0,2.1654804270462638,38.54,-121.44,2021-06-07 18:00:00,0.18,0
2.5389,47.0,5.346072186836518,1.0636942675159236,1308.0,2.777070063694268,38.54,-121.44,2021-06-07 19:00:00,0.02,0
3.1944,35.0,6.026315789473684,1.0847953216374269,1110.0,3.245614035087719,38.53,-121.41,2021-06-07 20:00:00,0.07,0
2.9737,37.0,4.58008658008658,0.9696969696969696,588.0,2.5454545454545454,38.53,-121.41,2021-06-07 21:00:00,0.07,0
2.8298,37.0,5.3497267759562845,1.0027322404371584,1171.0,3.199453551912568,38.53,-121.42,2021-06-07 22:00:00,0.03,0
3.4083,36.0,5.43298969072165,0.9896907216494846,832.0,2.859106529209622,38.53,-121.42,2021-06-07 23:00:00,0.05,0
3.1208,36.0,5.333333333333333,1.053763440860215,846.0,3.032258064516129,38.53,-121.43,2021-06-08 00:00:00,0.02,0
3.1667,36.0,5.560640732265446,0.9748283752860412,1199.0,2.7437070938215102,38.53,-121.43,2021-06-08 01:00:00,0.03,0
2.3272,37.0,4.746958637469587,1.051094890510949,1089.0,2.6496350364963503,38.53,-121.44,2021-06-08 02:00:00,0.01,0
1.8689,25.0,4.360169491525424,1.0169491525423728,2529.0,3.5720338983050848,38.52,-121.41,2021-06-08 03:00:00,0.04,0
1.9423,21.0,4.900452488687783,1.004524886877828,2611.0,3.93815987933635,38.51,-121.42,2021-06-08 04:00:00,0.07,0
2.5574,32.0,5.830927835051546,1.1463917525773195,1655.0,3.4123711340206184,38.52,-121.42,2021-06-08 05:00:00,0.05,0
2.5898,43.0,5.425974025974026,1.0363636363636364,955.0,2.4805194805194803,38.52,-121.43,2021-06-08 06:00:00,0.01,0
1.3927,30.0,4.067853170189099,1.0511679644048944,2925.0,3.253615127919911,38.52,-121.43,2021-06-08 07:00:00,0.09,0
2.7697,38.0,5.473684210526316,1.0210526315789474,995.0,2.6184210526315788,38.52,-121.44,2021-06-08 08:00:00,0.02,0
4.6923,39.0,5.566433566433567,1.0367132867132869,1188.0,2.076923076923077,38.53,-121.5,2021-06-08 09:00:00,0.51,0
3.5231,37.0,5.54337899543379,1.0410958904109588,1508.0,2.295281582952816,38.53,-121.5,2021-06-08 10:00:00,0.19,0
4.25,34.0,6.06390977443609,0.9962406015037594,631.0,2.37218045112782,38.53,-121.51,2021-06-08 11:00:00,0.33,0
5.3135,36.0,6.212410501193317,0.973747016706444,966.0,2.305489260143198,38.53,-121.51,2021-06-08 12:00:00,0.6,0
2.2574,37.0,4.702576112412178,1.0913348946135832,1261.0,2.9531615925058547,38.52,-121.5,2021-06-08 13:00:00,0.01,0
5.5208,33.0,6.833723653395785,1.0281030444964872,1085.0,2.540983606557377,38.51,-121.51,2021-06-08 14:00:00,0.69,0
6.6112,31.0,6.758474576271187,0.9194915254237288,542.0,2.296610169491525,38.51,-121.51,2021-06-08 15:00:00,0.66,0
4.0972,30.0,5.687170474516696,1.0333919156414764,1167.0,2.0509666080843587,38.52,-121.51,2021-06-08 16:00:00,0.32,0
2.3487,38.0,4.267647058823529,0.9264705882352942,786.0,2.3117647058823527,38.53,-121.48,2021-06-08 17:00:00,0.03,0
3.125,40.0,5.873267326732673,1.0613861386138614,1225.0,2.4257425742574257,38.53,-121.49,2021-06-08 18:00:00,0.06,0
1.6932,37.0,4.661971830985915,1.1070422535211268,841.0,2.369014084507042,38.54,-121.49,2021-06-08 19:00:00,0.01,0
2.3542,43.0,4.921428571428572,1.0,708.0,2.5285714285714285,38.53,-121.48,2021-06-08 20:00:00,0.01,0
2.9911,36.0,5.123595505617978,1.002808988764045,906.0,2.544943820224719,38.52,-121.48,2021-06-08 21:00:00,0.01,0
3.1014,37.0,4.953125,1.0755208333333333,955.0,2.4869791666666665,38.52,-121.49,2021-06-08 22:00:00,0.1,0
3.3906,42.0,5.416974169741698,1.03690036900369,571.0,2.107011070110701,38.53,-121.49,2021-06-08 23:00:00,0.17,0
2.1975,41.0,5.373801916932908,1.0942492012779552,1841.0,2.940894568690096,38.54,-121.48,2021-06-09 00:00:00,0.01,0
1.9837,37.0,4.786516853932584,1.0140449438202248,902.0,2.533707865168539,38.53,-121.48,2021-06-09 01:00:00,0.01,0
1.4138,36.0,4.345755693581781,1.0559006211180124,1845.0,3.819875776397516,38.54,-121.47,2021-06-09 02:00:00,0.01,0
1.4625,43.0,5.144,1.16,2400.0,3.84,38.53,-121.47,2021-06-09 03:00:00,0.04,0
1.3646,44.0,4.344,1.168,506.0,4.048,38.53,-121.47,2021-06-09 04:00:00,0.03,0
2.9219,18.0,5.46875,1.3203125,260.0,2.03125,38.51,-121.49,2021-06-09 05:00:00,0.17,0
3.319,32.0,5.265033407572383,0.977728285077951,1331.0,2.964365256124722,38.5,-121.49,2021-06-09 06:00:00,0.03,0
3.0313,30.0,6.520912547528517,1.0304182509505704,842.0,3.201520912547529,38.5,-121.49,2021-06-09 07:00:00,0.09,0
3.7414,29.0,6.631067961165049,1.0679611650485437,787.0,2.546925566343042,38.5,-121.5,2021-06-09 08:00:00,0.2,0
3.1768,30.0,5.468048359240069,1.0483592400690849,1857.0,3.2072538860103625,38.51,-121.49,2021-06-09 09:00:00,0.02,0
3.9792,34.0,5.976645435244161,1.0169851380042465,1075.0,2.282377919320594,38.54,-121.51,2021-06-09 10:00:00,0.28,0
4.2885,31.0,5.506238859180035,1.0427807486631016,1366.0,2.4349376114082,38.53,-121.52,2021-06-09 11:00:00,0.39,0
3.5737,30.0,5.685185185185185,1.0488215488215489,1289.0,2.17003367003367,38.53,-121.52,2021-06-09 12:00:00,0.2,0
3.0963,23.0,4.961038961038961,1.0505050505050506,2942.0,2.1226551226551225,38.51,-121.52,2021-06-09 13:00:00,0.24,0
4.1,21.0,5.816031537450723,1.038107752956636,1856.0,2.4388961892247045,38.49,-121.51,2021-06-09 14:00:00,0.34,0
5.0371,25.0,6.385656292286874,1.0081190798376185,1857.0,2.512855209742896,38.5,-121.51,2021-06-09 15:00:00,0.65,0
6.5253,14.0,6.559139784946237,1.016726403823178,2415.0,2.885304659498208,38.51,-121.55,2021-06-09 16:00:00,0.88,1
5.7621,9.0,6.490666666666667,0.984,2036.0,2.7146666666666666,38.5,-121.55,2021-06-09 17:00:00,0.83,1
4.2075,15.0,6.111334002006018,1.0541624874623872,2415.0,2.422266800401204,38.5,-121.54,2021-06-09 18:00:00,0.47,0
