id,y_true
60380,1806.0
60381,11491.0
60382,7215.0
60383,2840.0
60384,4017.0
60385,13458.0
60386,16352.0
60387,9892.0
60388,1364.0
60389,2161.0
60390,1498.0
60391,846.0
60392,4591.0
60393,3520.0
60394,1217.0
60395,3870.0
60396,5976.0
60397,5874.0
60398,509.0
60399,1276.0
60400,7060.0
60401,2289.0
60402,2260.0
60403,1633.0
60404,4037.0
60405,2874.0
60406,1569.0
60407,3980.0
60408,3041.0
60409,3032.0
60410,3193.0
60411,4217.0
60412,8432.0
60413,6907.0
60414,6113.0
60415,1942.0
60416,5784.0
60417,6275.0
60418,3950.0
60419,2658.0
60420,14871.0
60421,1301.0
60422,6437.0
60423,4627.0
60424,2548.0
60425,2059.0
60426,3878.0
60427,933.0
60428,3793.0
60429,14070.0
60430,1926.0
60431,2158.0
60432,6424.0
60433,12502.0
60434,5611.0
60435,4003.0
60436,3289.0
60437,4840.0
60438,11382.0
60439,3154.0
60440,5854.0
60441,3314.0
60442,334.0
60443,5504.0
60444,8696.0
60445,2937.0
60446,10345.0
60447,10708.0
60448,4021.0
60449,4422.0
60450,9734.0
60451,3710.0
60452,2832.0
60453,1869.0
60454,1496.0
60455,4197.0
60456,1609.0
60457,5021.0
60458,522.0
60459,12192.0
60460,14908.0
60461,13957.0
60462,4229.0
60463,3355.0
60464,5224.0
60465,2191.0
60466,5438.0
60467,1408.0
60468,3887.0
60469,1613.0
60470,10439.0
60471,2568.0
60472,5134.0
60473,2556.0
60474,3570.0
60475,868.0
60476,3394.0
60477,3364.0
60478,2764.0
60479,1424.0
60480,2435.0
60481,2721.0
60482,1966.0
60483,1832.0
60484,2249.0
60485,4568.0
60486,3417.0
60487,12608.0
60488,1340.0
60489,468.0
60490,10972.0
60491,3761.0
60492,1646.0
60493,1852.0
60494,4489.0
60495,15204.0
60496,5610.0
60497,8043.0
60498,5332.0
60499,7359.0
60500,1419.0
60501,8459.0
60502,2383.0
60503,1792.0
60504,5544.0
60505,1745.0
60506,7664.0
60507,4136.0
60508,6001.0
60509,844.0
60510,2843.0
60511,9058.0
60512,5399.0
60513,9180.0
60514,1227.0
60515,4409.0
60516,5389.0
60517,4773.0
60518,6495.0
60519,5307.0
60520,2539.0
60521,2984.0
60522,3114.0
60523,4838.0
60524,15743.0
60525,6873.0
60526,4729.0
60527,6335.0
60528,7930.0
60529,8377.0
60530,3149.0
60531,4816.0
60532,7355.0
60533,371.0
60534,1461.0
60535,4625.0
60536,2177.0
60537,5846.0
60538,2311.0
60539,16071.0
60540,11251.0
60541,10694.0
60542,6306.0
60543,4534.0
60544,3061.0
60545,2040.0
60546,3158.0
60547,8204.0
60548,9715.0
60549,4915.0
60550,6299.0
60551,1207.0
60552,3509.0
60553,1152.0
60554,1020.0
60555,9639.0
60556,5903.0
60557,5392.0
60558,806.0
60559,2698.0
60560,6353.0
60561,4646.0
60562,4551.0
60563,8374.0
60564,10476.0
60565,6293.0
60566,4581.0
60567,2788.0
60568,18828.0
60569,1736.0
60570,2062.0
60571,841.0
60572,9209.0
60573,4528.0
60574,1856.0
60575,5391.0
60576,2307.0
60577,4525.0
60578,7934.0
60579,3486.0
60580,4069.0
60581,8402.0
60582,2408.0
60583,15638.0
60584,3090.0
60585,12722.0
60586,11137.0
60587,3465.0
60588,1417.0
60589,8176.0
60590,7105.0
60591,4904.0
60592,5022.0
60593,2025.0
60594,2524.0
60595,5014.0
60596,2273.0
60597,2026.0
60598,5077.0
60599,5214.0
60600,6028.0
60601,2446.0
60602,2354.0
60603,5286.0
60604,3661.0
60605,3744.0
60606,3245.0
60607,1007.0
60608,3608.0
60609,2146.0
60610,6552.0
60611,1967.0
60612,5520.0
60613,4817.0
60614,7792.0
60615,7612.0
60616,6676.0
60617,3773.0
60618,4255.0
60619,4445.0
60620,3224.0
60621,2622.0
60622,6133.0
60623,3924.0
60624,2325.0
60625,1696.0
60626,10994.0
60627,8633.0
60628,2336.0
60629,5766.0
60630,1632.0
60631,2926.0
60632,3593.0
60633,4017.0
60634,4583.0
60635,3444.0
60636,7868.0
60637,8452.0
60638,8663.0
60639,4542.0
60640,6894.0
60641,4300.0
60642,3654.0
60643,2147.0
60644,3307.0
60645,2453.0
60646,4920.0
60647,2952.0
60648,6279.0
60649,2031.0
60650,11092.0
60651,6332.0
60652,11016.0
60653,2339.0
60654,2703.0
60655,4388.0
60656,4388.0
60657,327.0
60658,7039.0
60659,4993.0
60660,9719.0
60661,4587.0
60662,6562.0
60663,2949.0
60664,1519.0
60665,2038.0
60666,8033.0
60667,6188.0
60668,1744.0
60669,2021.0
60670,10245.0
60671,3186.0
60672,12055.0
60673,9746.0
60674,13990.0
60675,2234.0
60676,3700.0
60677,4263.0
60678,3305.0
60679,1073.0
60680,5741.0
60681,2176.0
60682,6873.0
60683,2591.0
60684,16185.0
60685,1912.0
60686,5145.0
60687,3727.0
60688,7831.0
60689,4214.0
60690,3231.0
60691,4322.0
60692,8211.0
60693,2630.0
60694,1574.0
60695,4298.0
60696,8784.0
60697,5159.0
60698,10790.0
60699,5376.0
60700,1904.0
60701,2631.0
60702,4323.0
60703,15873.0
60704,2921.0
60705,11388.0
60706,2207.0
60707,7170.0
60708,4147.0
60709,7485.0
60710,5225.0
60711,1335.0
60712,10683.0
60713,1734.0
60714,2031.0
60715,10836.0
60716,1720.0
60717,7118.0
60718,13600.0
60719,3770.0
60720,8838.0
60721,164.0
60722,8747.0
60723,3023.0
60724,6938.0
60725,1912.0
60726,4007.0
60727,5595.0
60728,2481.0
60729,7455.0
60730,3180.0
60731,869.0
60732,7451.0
60733,11330.0
60734,11903.0
60735,6009.0
60736,3570.0
60737,2799.0
60738,1186.0
60739,3040.0
60740,9276.0
60741,1345.0
60742,7213.0
60743,2442.0
60744,7347.0
60745,2916.0
60746,4429.0
60747,7157.0
60748,7867.0
60749,3962.0
60750,3285.0
60751,2658.0
60752,7616.0
60753,5170.0
60754,4365.0
60755,10101.0
60756,6673.0
60757,15056.0
60758,4446.0
60759,1319.0
60760,2514.0
60761,2516.0
60762,924.0
60763,3386.0
60764,4107.0
60765,4313.0
60766,1570.0
60767,3704.0
60768,2108.0
60769,12845.0
60770,5362.0
60771,2441.0
60772,3380.0
60773,5422.0
60774,4800.0
60775,12259.0
60776,2745.0
60777,6237.0
60778,6304.0
60779,1474.0
60780,3474.0
60781,1377.0
60782,1788.0
60783,3977.0
60784,2161.0
60785,1881.0
60786,3588.0
60787,10771.0
60788,6524.0
60789,861.0
60790,965.0
60791,5769.0
60792,1970.0
60793,10162.0
60794,8171.0
60795,5682.0
60796,4958.0
60797,2915.0
60798,8621.0
60799,4415.0
60800,860.0
60801,9883.0
60802,4130.0
60803,5321.0
60804,2321.0
60805,5302.0
60806,1970.0
60807,6616.0
60808,2933.0
60809,9788.0
60810,2257.0
60811,5229.0
60812,4947.0
60813,8733.0
60814,11795.0
60815,5852.0
60816,11715.0
60817,1274.0
60818,4428.0
60819,3229.0
60820,1107.0
60821,3769.0
60822,4851.0
60823,9255.0
60824,8692.0
60825,3405.0
60826,13527.0
60827,14051.0
60828,1799.0
60829,7176.0
60830,5247.0
60831,1081.0
60832,2452.0
60833,7105.0
60834,1472.0
60835,8641.0
60836,3501.0
60837,4947.0
60838,5873.0
60839,1385.0
60840,7084.0
60841,989.0
60842,7265.0
60843,5502.0
60844,11328.0
60845,4046.0
60846,3294.0
60847,5568.0
60848,10482.0
60849,2413.0
60850,3695.0
60851,1826.0
60852,3067.0
60853,5623.0
60854,2724.0
60855,3401.0
60856,4835.0
60857,6649.0
60858,3006.0
60859,7367.0
60860,3338.0
60861,6250.0
60862,6527.0
60863,4337.0
60864,14397.0
60865,15454.0
60866,13374.0
60867,7082.0
60868,4989.0
60869,1416.0
60870,4658.0
60871,2569.0
60872,4186.0
60873,6767.0
60874,4107.0
60875,842.0
60876,831.0
60877,1415.0
60878,11204.0
60879,10075.0
60880,5487.0
60881,1103.0
60882,2509.0
60883,1506.0
60884,1919.0
60885,1408.0
60886,6120.0
60887,1114.0
60888,3844.0
60889,1172.0
60890,3731.0
60891,2319.0
60892,14618.0
60893,2868.0
60894,12148.0
60895,5692.0
60896,4875.0
60897,1339.0
60898,4470.0
60899,7103.0
60900,6506.0
60901,5568.0
60902,4919.0
60903,7182.0
60904,919.0
60905,4803.0
60906,3301.0
60907,3711.0
60908,4144.0
60909,4449.0
60910,6415.0
60911,3001.0
60912,9486.0
60913,2827.0
60914,751.0
60915,5236.0
60916,5555.0
60917,5233.0
60918,1846.0
60919,1657.0
60920,2397.0
60921,8984.0
60922,11086.0
60923,3051.0
60924,4214.0
60925,1644.0
60926,3197.0
60927,1742.0
60928,7315.0
60929,5237.0
60930,1088.0
60931,4364.0
60932,3154.0
60933,5185.0
60934,9206.0
60935,1570.0
60936,1250.0
60937,804.0
60938,4844.0
60939,4731.0
60940,4190.0
60941,3146.0
60942,5221.0
60943,3591.0
60944,8075.0
60945,11701.0
60946,484.0
60947,9073.0
60948,1299.0
60949,1973.0
60950,983.0
60951,3463.0
60952,2041.0
60953,3578.0
60954,2308.0
60955,8254.0
60956,13730.0
60957,224.0
60958,14161.0
60959,2736.0
60960,1897.0
60961,8617.0
60962,3023.0
60963,2632.0
60964,5542.0
60965,6429.0
60966,2352.0
60967,10036.0
60968,1088.0
60969,13033.0
60970,2541.0
60971,5680.0
60972,3901.0
60973,6024.0
60974,2305.0
60975,7282.0
60976,3641.0
60977,2939.0
60978,3137.0
60979,3351.0
60980,1890.0
60981,5939.0
60982,2322.0
60983,7477.0
60984,5657.0
60985,5788.0
60986,11855.0
60987,4222.0
60988,1805.0
60989,3834.0
60990,4693.0
60991,5139.0
60992,15772.0
60993,10218.0
60994,1712.0
60995,1818.0
60996,9839.0
60997,4045.0
60998,1079.0
60999,13345.0
61000,4291.0
61001,1513.0
61002,1760.0
61003,7088.0
61004,9768.0
61005,2011.0
61006,14365.0
61007,5536.0
61008,7890.0
61009,5414.0
61010,1534.0
61011,4185.0
61012,1204.0
61013,11995.0
61014,2956.0
61015,4674.0
61016,4139.0
61017,9676.0
61018,4787.0
61019,5388.0
61020,2321.0
61021,3045.0
61022,3697.0
61023,6905.0
61024,1235.0
61025,4931.0
61026,4089.0
61027,4005.0
61028,9510.0
61029,6778.0
61030,3200.0
61031,8184.0
61032,6085.0
61033,2957.0
61034,2610.0
61035,2665.0
61036,2353.0
61037,3627.0
61038,1667.0
61039,4896.0
61040,1861.0
61041,1880.0
61042,3638.0
61043,1420.0
61044,6108.0
61045,1114.0
61046,4488.0
61047,7760.0
61048,1411.0
61049,16919.0
61050,2492.0
61051,7387.0
61052,4626.0
61053,1108.0
61054,6574.0
61055,1686.0
61056,10873.0
61057,2670.0
61058,2823.0
61059,700.0
61060,8662.0
61061,1322.0
61062,2936.0
61063,1398.0
61064,1919.0
61065,8127.0
61066,1920.0
61067,4485.0
61068,3892.0
61069,2306.0
61070,12178.0
61071,871.0
61072,1939.0
61073,8054.0
61074,10139.0
61075,11991.0
61076,1322.0
61077,3660.0
61078,7500.0
61079,2186.0
61080,1236.0
61081,9384.0
61082,7887.0
61083,1915.0
61084,1705.0
61085,3275.0
61086,1873.0
61087,887.0
61088,7273.0
61089,4481.0
61090,2835.0
61091,4486.0
61092,6233.0
61093,1866.0
61094,6068.0
61095,579.0
61096,3288.0
61097,2345.0
61098,584.0
61099,3059.0
61100,6898.0
61101,7428.0
61102,4245.0
61103,2338.0
61104,1952.0
61105,16097.0
61106,3984.0
61107,3809.0
61108,10167.0
61109,12314.0
61110,2226.0
61111,2641.0
61112,2776.0
61113,1463.0
61114,830.0
61115,597.0
61116,1652.0
61117,3435.0
61118,3963.0
61119,6838.0
61120,4111.0
61121,1404.0
61122,1982.0
61123,2297.0
61124,2539.0
61125,707.0
61126,7430.0
61127,3917.0
61128,2702.0
61129,7350.0
61130,11342.0
61131,2397.0
61132,7266.0
61133,5020.0
61134,2399.0
61135,4031.0
61136,4339.0
61137,2616.0
61138,3398.0
61139,5284.0
61140,11063.0
61141,6589.0
61142,7707.0
61143,2418.0
61144,3871.0
61145,7671.0
61146,3989.0
61147,7656.0
61148,2432.0
61149,2249.0
61150,6037.0
61151,1946.0
61152,6875.0
61153,1477.0
61154,3252.0
61155,25719.0
61156,1450.0
61157,3580.0
61158,4397.0
61159,1990.0
61160,5376.0
61161,7671.0
61162,6779.0
61163,3653.0
61164,2823.0
61165,7613.0
61166,2680.0
61167,9108.0
61168,2568.0
61169,3557.0
61170,1253.0
61171,581.0
61172,1667.0
61173,23642.0
61174,13812.0
61175,1705.0
61176,5532.0
61177,552.0
61178,3705.0
61179,4101.0
61180,4007.0
61181,3526.0
61182,4251.0
61183,12297.0
61184,4766.0
61185,22350.0
61186,3897.0
61187,5902.0
61188,3797.0
61189,6030.0
61190,3964.0
61191,3217.0
61192,2030.0
61193,2364.0
61194,4427.0
61195,2796.0
61196,6835.0
61197,4073.0
61198,6627.0
61199,4742.0
61200,752.0
61201,10237.0
61202,2075.0
61203,2226.0
61204,17359.0
61205,4222.0
61206,4151.0
61207,9193.0
61208,3302.0
61209,1259.0
61210,8019.0
61211,6701.0
61212,2623.0
61213,7584.0
61214,4352.0
61215,719.0
61216,3812.0
61217,4521.0
61218,600.0
61219,12166.0
61220,8385.0
61221,2352.0
61222,8050.0
61223,11774.0
61224,1314.0
61225,5996.0
61226,6421.0
61227,2765.0
61228,3945.0
61229,585.0
61230,2090.0
61231,4131.0
61232,5163.0
61233,899.0
61234,9718.0
61235,1373.0
61236,4573.0
61237,19966.0
61238,13451.0
61239,10821.0
61240,3891.0
61241,4604.0
61242,2754.0
61243,1289.0
61244,3410.0
61245,3956.0
61246,2714.0
61247,21458.0
61248,4072.0
61249,2422.0
61250,20345.0
61251,2267.0
61252,5533.0
61253,7784.0
61254,1324.0
61255,3786.0
61256,1811.0
61257,1122.0
61258,2262.0
61259,10153.0
61260,7649.0
61261,3352.0
61262,3872.0
61263,6935.0
61264,752.0
61265,6258.0
61266,1081.0
61267,4945.0
61268,9095.0
61269,1014.0
61270,13969.0
61271,981.0
61272,3092.0
61273,2770.0
61274,5906.0
61275,2688.0
61276,10439.0
61277,2925.0
61278,981.0
61279,6448.0
61280,8462.0
61281,8575.0
61282,8828.0
61283,2234.0
61284,6650.0
61285,3152.0
61286,3375.0
61287,9444.0
61288,2579.0
61289,1287.0
61290,11676.0
61291,2595.0
61292,2729.0
61293,2527.0
61294,786.0
61295,2925.0
61296,4101.0
61297,3011.0
61298,4757.0
61299,2022.0
61300,3333.0
61301,6882.0
61302,4444.0
61303,4505.0
61304,3240.0
61305,2699.0
61306,7601.0
61307,5579.0
61308,4872.0
61309,5033.0
61310,2160.0
61311,6519.0
61312,2706.0
61313,1385.0
61314,1948.0
61315,4523.0
61316,2580.0
61317,2462.0
61318,8985.0
61319,3142.0
61320,6375.0
61321,13626.0
61322,17572.0
61323,8673.0
61324,1369.0
61325,3106.0
61326,7619.0
61327,3506.0
61328,2889.0
61329,2955.0
61330,3219.0
61331,2383.0
61332,1080.0
61333,5502.0
61334,6197.0
61335,3801.0
61336,3871.0
61337,4108.0
61338,4435.0
61339,7814.0
61340,14239.0
61341,2079.0
61342,6595.0
61343,4903.0
61344,5640.0
61345,2528.0
61346,4540.0
61347,930.0
61348,6191.0
61349,1911.0
61350,4280.0
61351,9195.0
61352,6478.0
61353,6185.0
61354,3311.0
61355,1954.0
61356,1072.0
61357,827.0
61358,6188.0
61359,2892.0
61360,11596.0
61361,3626.0
61362,1159.0
61363,3248.0
61364,4257.0
61365,8984.0
61366,2227.0
61367,6682.0
61368,4017.0
61369,10459.0
61370,8936.0
61371,1430.0
61372,6641.0
61373,3091.0
61374,5056.0
61375,1143.0
61376,8914.0
61377,7536.0
61378,2328.0
61379,1746.0
61380,2924.0
61381,10146.0
61382,3691.0
61383,3015.0
61384,4096.0
61385,3699.0
61386,17496.0
61387,2584.0
61388,12609.0
61389,15792.0
61390,3931.0
61391,3023.0
61392,4261.0
61393,20641.0
61394,2825.0
61395,1135.0
61396,3397.0
61397,1905.0
61398,4702.0
61399,8974.0
61400,10193.0
61401,9029.0
61402,2237.0
61403,2888.0
61404,4380.0
61405,2365.0
61406,10683.0
61407,5695.0
61408,4608.0
61409,4265.0
61410,5357.0
61411,8961.0
61412,3087.0
61413,894.0
61414,3221.0
61415,3948.0
61416,5588.0
61417,6680.0
61418,1705.0
61419,3588.0
61420,4793.0
61421,1089.0
61422,2523.0
61423,2085.0
61424,4563.0
61425,3567.0
61426,580.0
61427,1913.0
61428,4639.0
61429,1648.0
61430,763.0
61431,4728.0
61432,5725.0
61433,7855.0
61434,1097.0
61435,2342.0
61436,8014.0
61437,2440.0
61438,2922.0
61439,4952.0
61440,2467.0
61441,562.0
61442,6456.0
61443,563.0
61444,2990.0
61445,12626.0
61446,1528.0
61447,2600.0
61448,2136.0
61449,4472.0
61450,2450.0
61451,9383.0
61452,4391.0
61453,1472.0
61454,690.0
61455,5898.0
61456,14264.0
61457,2145.0
61458,5582.0
61459,3419.0
61460,4763.0
61461,5733.0
61462,4504.0
61463,3877.0
61464,2916.0
61465,2088.0
61466,1154.0
61467,1933.0
61468,3625.0
61469,6911.0
61470,1378.0
61471,2216.0
61472,2816.0
61473,2132.0
61474,17539.0
61475,487.0
61476,2305.0
61477,2378.0
61478,1901.0
61479,3569.0
61480,1642.0
61481,1207.0
61482,2836.0
61483,7802.0
61484,6418.0
61485,3608.0
61486,664.0
61487,4297.0
61488,2969.0
61489,7764.0
61490,2721.0
61491,5685.0
61492,7292.0
61493,3385.0
61494,8099.0
61495,5021.0
61496,6233.0
61497,1136.0
61498,5337.0
61499,2483.0
61500,3988.0
61501,5322.0
61502,14846.0
61503,1948.0
61504,910.0
61505,2343.0
61506,1667.0
61507,3389.0
61508,2924.0
61509,2599.0
61510,8431.0
61511,1567.0
61512,5117.0
61513,5597.0
61514,2750.0
61515,7077.0
61516,5739.0
61517,4528.0
61518,1991.0
61519,4663.0
61520,3786.0
61521,4330.0
61522,8935.0
61523,5431.0
61524,1481.0
61525,1183.0
61526,12580.0
61527,4319.0
61528,3689.0
61529,4519.0
61530,3063.0
61531,14272.0
61532,2921.0
61533,1665.0
61534,4210.0
61535,5083.0
61536,4508.0
61537,8537.0
61538,1755.0
61539,15261.0
61540,5455.0
61541,4472.0
61542,5284.0
61543,3766.0
61544,6279.0
61545,785.0
61546,1043.0
61547,2196.0
61548,3834.0
61549,9574.0
61550,4156.0
61551,2457.0
61552,706.0
61553,12358.0
61554,3047.0
61555,7439.0
61556,3758.0
61557,2997.0
61558,1026.0
61559,3207.0
61560,11866.0
61561,7195.0
61562,10039.0
61563,2030.0
61564,7180.0
61565,3013.0
61566,5996.0
61567,5387.0
61568,2325.0
61569,1755.0
61570,5226.0
61571,4338.0
61572,2601.0
61573,8454.0
61574,3478.0
61575,2051.0
61576,2719.0
61577,3873.0
61578,5008.0
61579,1951.0
61580,7795.0
61581,5363.0
61582,8726.0
61583,11160.0
61584,1049.0
61585,5493.0
61586,612.0
61587,4454.0
61588,2940.0
61589,1228.0
61590,2737.0
61591,1973.0
61592,8046.0
61593,4209.0
61594,1189.0
61595,1423.0
61596,12929.0
61597,4061.0
61598,7148.0
61599,4621.0
61600,2791.0
61601,940.0
61602,745.0
61603,3074.0
61604,3360.0
61605,2357.0
61606,3403.0
61607,6923.0
61608,1961.0
61609,6554.0
61610,3352.0
61611,9281.0
61612,2138.0
61613,5509.0
61614,8058.0
61615,1409.0
61616,390.0
61617,6188.0
61618,1987.0
61619,2890.0
61620,9545.0
61621,2385.0
61622,3422.0
61623,5000.0
61624,13885.0
61625,1927.0
61626,1808.0
61627,5298.0
61628,7962.0
61629,3854.0
61630,14094.0
61631,22589.0
61632,9634.0
61633,3564.0
61634,5607.0
61635,2348.0
61636,9941.0
61637,3611.0
61638,1976.0
61639,2079.0
61640,7643.0
61641,5696.0
61642,2103.0
61643,1232.0
61644,8685.0
61645,2076.0
61646,8299.0
61647,8900.0
61648,3114.0
61649,5431.0
61650,5021.0
61651,4095.0
61652,5840.0
61653,3365.0
61654,3594.0
61655,12117.0
61656,8360.0
61657,10976.0
61658,4743.0
61659,4463.0
61660,10158.0
61661,3356.0
61662,1447.0
61663,7728.0
61664,4058.0
61665,13056.0
61666,1720.0
61667,10756.0
61668,6751.0
61669,3741.0
61670,3284.0
61671,1517.0
61672,944.0
61673,5105.0
61674,6873.0
61675,1074.0
61676,2834.0
61677,4047.0
61678,4739.0
61679,15020.0
61680,2797.0
61681,7771.0
61682,5873.0
61683,6616.0
61684,6989.0
61685,3743.0
61686,3866.0
61687,4057.0
61688,6960.0
61689,3853.0
61690,4071.0
61691,2347.0
61692,4216.0
61693,1213.0
61694,1890.0
61695,5181.0
61696,5875.0
61697,2308.0
61698,4589.0
61699,6671.0
61700,2173.0
61701,6836.0
61702,746.0
61703,960.0
61704,2837.0
61705,9119.0
61706,2470.0
61707,1472.0
61708,4752.0
61709,3785.0
61710,3662.0
61711,3424.0
61712,5681.0
61713,8072.0
61714,18350.0
61715,7199.0
61716,1941.0
61717,2398.0
61718,7718.0
61719,1768.0
61720,3774.0
61721,3631.0
61722,5897.0
61723,4338.0
61724,10935.0
61725,2118.0
61726,3299.0
61727,4826.0
61728,1412.0
61729,4500.0
61730,2425.0
61731,3309.0
61732,6818.0
61733,2272.0
61734,18040.0
61735,9043.0
61736,4427.0
61737,14223.0
61738,781.0
61739,1294.0
61740,3190.0
61741,9724.0
61742,1175.0
61743,7109.0
61744,14218.0
61745,3343.0
61746,11704.0
61747,5551.0
61748,1717.0
61749,347.0
61750,4910.0
61751,5658.0
61752,3322.0
61753,5104.0
61754,1521.0
61755,1257.0
61756,4153.0
61757,7530.0
