hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,y_pred,y_pred_proba,is_canceled,timestamp
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,142,2016,6,23,2,2,3,2,0.0,0,0,25,3,1,0,0,0,0,1,2,0,14.0,,0,3,106.33,1,1,0,0.006493492545061421,0,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,98,2016,6,23,2,0,3,2,2.0,0,0,81,6,3,0,0,0,5,5,0,0,9.0,,0,2,198.9,0,0,1,0.6364502708454215,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,188,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,0,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,5,2016,6,23,2,0,3,2,0.0,0,0,154,6,3,0,0,0,0,0,0,0,9.0,,0,2,137.67,0,0,0,0.35666998568840486,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,130,2016,6,23,2,0,3,2,0.0,0,3,43,6,3,0,0,0,0,0,0,0,9.0,,0,2,116.1,0,0,1,0.5261284778721692,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,11,2016,6,23,2,0,1,2,0.0,0,0,29,6,3,0,0,0,0,0,0,0,9.0,,0,2,111.35,0,0,0,0.48242510325785665,1,2016-06-01
0,85,2016,6,23,2,0,1,2,0.0,0,0,25,6,3,0,0,0,3,3,0,0,9.0,,0,2,140.4,0,0,1,0.5463017027843285,1,2016-06-01
0,20,2016,6,23,2,0,1,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,9.0,,0,2,121.0,0,0,1,0.7898339978815858,1,2016-06-01
0,85,2016,6,23,2,0,1,2,0.0,0,0,25,6,3,0,0,0,3,3,0,0,9.0,,0,2,140.4,0,0,1,0.5463017027843285,1,2016-06-01
0,142,2016,6,23,2,2,3,2,0.0,0,0,25,3,1,0,0,0,0,1,2,0,14.0,,0,3,115.33,0,1,0,0.06490477064661697,0,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,330,2016,6,23,2,0,1,1,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,59.0,0,0,1,0.9837056854776397,1,2016-06-01
0,112,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,3.0,,0,3,100.0,0,0,1,0.5868892961180665,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,85,2016,6,23,2,0,1,2,0.0,0,0,25,6,3,0,0,0,3,3,0,0,9.0,,0,2,140.4,0,0,1,0.5463017027843285,1,2016-06-01
0,85,2016,6,23,2,0,1,2,0.0,0,0,25,6,3,0,0,0,3,3,0,0,9.0,,0,2,140.4,0,0,1,0.5463017027843285,1,2016-06-01
0,85,2016,6,23,2,0,1,2,0.0,0,0,25,6,3,0,0,0,3,3,0,0,9.0,,0,2,140.4,0,0,1,0.5463017027843285,1,2016-06-01
1,8,2016,6,23,2,0,1,1,0.0,0,0,177,2,0,0,0,1,0,0,0,0,,154.0,0,2,58.0,0,0,0,0.18226118457136842,0,2016-06-01
0,203,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,41,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
1,2,2016,6,23,2,0,1,1,0.0,0,0,135,3,1,0,0,4,0,3,0,0,,,0,2,75.0,0,0,0,0.1363505057355696,0,2016-06-01
1,3,2016,6,23,2,0,1,1,0.0,0,0,135,2,0,1,0,2,0,5,0,0,,331.0,0,2,75.0,0,0,0,0.1363505057355696,0,2016-06-01
1,0,2016,6,23,2,0,1,1,0.0,0,0,135,3,1,1,0,1,0,6,0,0,,,0,2,100.0,1,1,0,0.006907494451466748,0,2016-06-01
0,203,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,41,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,203,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,41,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,203,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,41,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,203,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,41,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,203,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,41,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,203,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,41,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
1,0,2016,6,23,2,0,0,2,0.0,0,0,135,3,1,1,0,0,0,2,0,0,,,0,2,0.0,0,0,0,0.12717555017570442,0,2016-06-01
0,203,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,41,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,330,2016,6,23,2,0,1,1,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,59.0,0,0,1,0.9837056854776397,1,2016-06-01
0,164,2016,6,23,2,0,1,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,14.0,,0,2,94.5,0,2,1,0.5510995048796751,0,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,203,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,41,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,188,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,0,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,188,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,0,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,57,2016,6,23,2,0,2,2,0.0,0,2,31,6,3,0,0,0,3,3,0,0,9.0,,0,2,157.14,0,1,0,0.269896368078633,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,172,2016,6,23,2,0,2,2,0.0,0,3,56,6,3,0,0,0,0,0,0,0,8.0,,0,2,94.95,0,0,0,0.4226487465648783,0,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,203,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,41,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,55,2016,6,23,2,0,2,3,0.0,0,0,140,6,3,0,0,0,3,3,0,0,9.0,,0,2,159.3,0,0,1,0.6307822773119435,1,2016-06-01
0,330,2016,6,23,2,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,1.0,,0,2,62.0,0,0,1,0.9837056854776397,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,188,2016,6,23,2,0,3,2,0.0,0,0,135,4,3,0,1,0,0,0,0,1,1.0,,0,2,65.0,0,0,1,0.9979665718176615,1,2016-06-01
0,30,2016,6,23,2,0,2,2,0.0,0,0,135,5,3,0,0,0,0,0,0,1,235.0,,0,2,140.0,0,0,1,0.9841721365890586,1,2016-06-01
0,85,2016,6,23,2,0,1,2,0.0,0,0,25,6,3,0,0,0,3,3,0,0,9.0,,0,2,140.4,0,0,1,0.5463017027843285,1,2016-06-01
0,2,2016,6,23,2,0,2,2,0.0,0,0,135,6,0,0,0,0,0,4,0,0,,263.0,0,2,120.0,0,0,0,0.30594874248978066,0,2016-06-01
0,88,2016,6,23,2,0,3,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,9.0,,0,2,126.9,0,1,1,0.6816521352923498,0,2016-06-01
0,2,2016,6,23,2,0,3,2,0.0,0,0,135,6,0,0,0,0,0,0,0,0,,263.0,0,2,12.0,0,0,0,0.456881257463451,0,2016-06-01
0,112,2016,6,23,2,0,3,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,192.0,,0,3,120.0,0,1,1,0.5049266123933244,0,2016-06-01
0,188,2016,6,23,2,0,3,2,0.0,0,0,81,5,3,0,0,0,0,0,0,0,118.0,,0,2,80.75,0,0,0,0.26440336625283367,0,2016-06-01
1,21,2016,6,23,2,0,1,1,0.0,0,0,135,2,1,0,0,0,0,5,0,0,,92.0,0,2,63.0,0,0,0,0.33832110491484324,0,2016-06-01
0,25,2016,6,23,2,0,2,2,0.0,0,0,80,6,3,0,0,0,3,4,1,0,9.0,,0,2,148.0,0,1,0,0.24259303305986296,0,2016-06-01
0,19,2016,6,23,2,0,3,3,0.0,0,0,169,6,3,0,0,0,3,4,0,0,9.0,,0,2,170.33,0,1,0,0.3855994356493445,0,2016-06-01
1,83,2016,6,23,2,4,10,2,0.0,0,0,59,5,3,0,0,0,3,3,0,0,243.0,,0,0,62.9,0,0,0,0.18784536537747135,0,2016-06-01
1,83,2016,6,23,2,4,10,2,0.0,0,2,59,5,3,0,0,0,0,0,0,0,243.0,,0,0,77.85,0,1,0,0.09394188260854294,0,2016-06-01
1,83,2016,6,23,2,4,10,2,0.0,0,0,59,5,3,0,0,0,0,0,0,0,243.0,,0,0,53.85,0,1,0,0.09394188260854294,0,2016-06-01
0,11,2016,6,23,2,0,3,2,0.0,0,0,59,6,3,0,0,0,3,3,0,0,9.0,,0,2,152.67,0,1,0,0.24613680104954122,0,2016-06-01
1,62,2016,6,23,2,0,1,1,0.0,0,0,135,6,3,0,0,0,0,2,0,0,240.0,,0,3,107.0,0,0,1,0.6369949453031195,0,2016-06-01
0,16,2016,6,23,2,0,3,2,0.0,0,0,154,6,3,0,0,0,3,3,0,0,9.0,,0,2,152.67,0,1,0,0.31763783763392894,0,2016-06-01
0,127,2016,6,23,2,0,3,2,1.0,0,2,135,6,3,0,0,0,0,3,1,0,9.0,,0,2,185.85,0,1,0,0.4653651932069239,0,2016-06-01
0,87,2016,6,23,2,0,3,2,1.0,0,2,81,6,3,0,0,0,0,0,0,0,9.0,,0,2,185.85,0,2,0,0.364871329352972,0,2016-06-01
1,37,2016,6,23,2,0,1,2,0.0,0,0,43,5,3,0,0,0,3,4,0,0,251.0,,0,2,78.0,0,0,0,0.18784536537747135,0,2016-06-01
0,65,2016,6,23,2,0,3,2,0.0,0,3,135,5,3,0,0,0,0,0,0,0,132.0,,0,2,72.25,0,0,1,0.6288855453583512,0,2016-06-01
0,104,2016,6,23,2,0,3,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,11.0,,0,2,117.29,0,0,1,0.7833133707634872,0,2016-06-01
0,112,2016,6,23,2,0,3,2,0.0,0,0,56,5,3,0,0,0,0,0,0,0,192.0,,0,3,120.0,0,1,0,0.07930452281667454,0,2016-06-01
0,112,2016,6,23,2,0,3,2,0.0,0,0,56,5,3,0,0,0,0,0,0,0,192.0,,0,3,120.0,0,1,0,0.07930452281667454,0,2016-06-01
1,34,2016,6,23,2,0,3,1,0.0,0,0,169,3,1,0,0,0,5,5,0,0,250.0,,0,2,145.0,0,0,0,0.3676159073495525,1,2016-06-01
1,147,2016,6,23,2,0,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,72.0,0,1,1,0.6731422942461396,1,2016-06-01
0,220,2016,6,23,2,0,3,2,0.0,0,0,59,6,3,0,0,0,0,1,1,0,11.0,,0,2,89.27,0,0,0,0.28910471793828874,0,2016-06-01
0,126,2016,6,23,2,0,3,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,27.0,,0,3,80.75,0,0,1,0.6184603593326551,0,2016-06-01
0,111,2016,6,23,2,0,3,2,0.0,0,0,15,6,3,0,0,0,3,3,0,0,7.0,,0,2,117.11,0,1,0,0.17821057031083165,0,2016-06-01
0,1,2016,6,23,2,0,3,2,0.0,0,0,1,6,0,0,0,0,0,3,0,0,,263.0,0,2,120.0,0,1,0,0.04898056465761095,0,2016-06-01
0,112,2016,6,23,2,0,3,2,0.0,0,0,56,5,3,0,0,0,0,0,0,0,192.0,,0,3,120.0,0,1,0,0.07930452281667454,0,2016-06-01
0,53,2016,6,23,2,0,3,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,9.0,,0,2,140.4,0,2,1,0.6547072080134383,0,2016-06-01
0,112,2016,6,23,2,0,3,2,0.0,0,0,56,5,3,0,0,0,0,0,0,0,192.0,,0,3,120.0,0,1,0,0.07930452281667454,0,2016-06-01
